pmid,entity_id,text,entity_type,identifier,start,end,split
18310445,6,bone morphogenetic proteins (BMP)-4,GeneOrGeneProduct,443502,187,222,train
18310445,7,FSHbeta,GeneOrGeneProduct,443387,232,239,train
18310445,8,FSH,GeneOrGeneProduct,"443387,443538",260,263,train
18310445,9,mouse,OrganismTaxon,10090,289,294,train
18310445,10,LbetaT2,CellLine,CVCL_0398,295,302,train
18310445,11,BMPs,GeneOrGeneProduct,652,359,363,train
18310445,12,activin,GeneOrGeneProduct,16323,376,383,train
18310445,13,FSHbeta,GeneOrGeneProduct,14308,395,402,train
18310445,14,LbetaT2,CellLine,CVCL_0398,493,500,train
18310445,15,BMP-4,GeneOrGeneProduct,652,537,542,train
18310445,16,gonadotrophin,GeneOrGeneProduct,"12640,14308",546,559,train
18310445,17,activin,GeneOrGeneProduct,16323,592,599,train
18310445,18,GnRH,GeneOrGeneProduct,14714,604,608,train
18310445,19,BMP-4,GeneOrGeneProduct,652,610,615,train
18310445,20,FSH,GeneOrGeneProduct,"443387,443538",639,642,train
18310445,21,activin,GeneOrGeneProduct,16323,672,679,train
18310445,22,GnRH,GeneOrGeneProduct,14714,680,684,train
18310445,23,FSHbeta,GeneOrGeneProduct,14308,708,715,train
18310445,24,FSH,GeneOrGeneProduct,"443387,443538",725,728,train
18310445,25,follistatin,GeneOrGeneProduct,14313,762,773,train
18310445,26,BMP-4,GeneOrGeneProduct,652,780,785,train
18310445,27,LHbeta,GeneOrGeneProduct,16866,794,800,train
18310445,28,GnRH,GeneOrGeneProduct,14714,835,839,train
18310445,29,activin,GeneOrGeneProduct,16323,844,851,train
18310445,30,GnRH receptor,GeneOrGeneProduct,14715,867,880,train
18310445,31,FSH,GeneOrGeneProduct,"443387,443538",912,915,train
18310445,32,LH,GeneOrGeneProduct,"12640,16866",929,931,train
18310445,33,sheep,OrganismTaxon,9940,973,978,train
18310445,34,BMP receptor types IA (BMPRIA) and II (BMPRII),GeneOrGeneProduct,"101103793,101112282",1022,1068,train
18310445,35,LbetaT2,CellLine,CVCL_0398,1070,1077,train
18310445,36,BMPRIB,GeneOrGeneProduct,12167,1097,1103,train
18310445,37,Smad1/5,GeneOrGeneProduct,"17125,17129",1105,1112,train
18310445,38,BMP-4,GeneOrGeneProduct,652,1140,1145,train
18310445,39,BMP,GeneOrGeneProduct,12159,1172,1175,train
18310445,40,BMP-4,GeneOrGeneProduct,652,1209,1214,train
18310445,41,activin,GeneOrGeneProduct,16323,1247,1254,train
18310445,42,GnRH,GeneOrGeneProduct,14714,1257,1261,train
18310445,43,activin,GeneOrGeneProduct,16323,1284,1291,train
18310445,44,GnRH,GeneOrGeneProduct,14714,1299,1303,train
18310445,45,BMP-4,GeneOrGeneProduct,652,1333,1338,train
18310445,46,activin,GeneOrGeneProduct,16323,1356,1363,train
18310445,47,Smad2/3,GeneOrGeneProduct,"17126,17127",1394,1401,train
18310445,48,GnRH,GeneOrGeneProduct,14714,1410,1414,train
18310445,49,ERK1/2,GeneOrGeneProduct,"26413,26417",1423,1429,train
18310445,50,cAMP response element-binding,GeneOrGeneProduct,12912,1433,1462,train
18310445,51,GnRH,GeneOrGeneProduct,14714,1507,1511,train
18310445,52,p38 MAPK,GeneOrGeneProduct,26416,1534,1542,train
18310445,53,BMP-4,GeneOrGeneProduct,652,1560,1565,train
18310445,54,FSHbeta,GeneOrGeneProduct,14308,1602,1609,train
18310445,55,FSH,GeneOrGeneProduct,"443387,443538",1626,1629,train
18310445,56,LHbeta,GeneOrGeneProduct,16866,1655,1661,train
18310445,57,BMPs,GeneOrGeneProduct,652,1700,1704,train
18310445,58,activin,GeneOrGeneProduct,16323,1732,1739,train
18310445,59,GnRH,GeneOrGeneProduct,14714,1747,1751,train
18310445,60,gonadotrophin,GeneOrGeneProduct,"12640,14308",1763,1776,train
18310445,61,BMP receptor,GeneOrGeneProduct,"101103793,101112282,12167",1891,1903,train
19082493,0,thymidylate synthase,GeneOrGeneProduct,7298,70,90,train
19082493,1,5 fluorouracil,ChemicalEntity,D005472,118,132,train
19082493,2,colorectal cancer,DiseaseOrPhenotypicFeature,D015179,141,158,train
19082493,3,patients,OrganismTaxon,9606,159,167,train
19082493,4,TS,GeneOrGeneProduct,7298,243,245,train
19082493,5,colorectal cancer,DiseaseOrPhenotypicFeature,D015179,296,313,train
19082493,6,CRC,DiseaseOrPhenotypicFeature,D015179,315,318,train
19082493,7,patients,OrganismTaxon,9606,320,328,train
19082493,8,5FU,ChemicalEntity,D005472,342,345,train
19082493,9,28 bp variable number of tandem repeats,SequenceVariant,c|DUP||28,362,401,train
19082493,10,G/C,SequenceVariant,c|SUB|G||C,412,415,train
19082493,11,deletion of 6 bp at position 1494,SequenceVariant,c|DEL|194|6,460,493,train
19082493,12,patients,OrganismTaxon,9606,591,599,train
19082493,13,paraffin,ChemicalEntity,D010232,661,669,train
19082493,14,patients,OrganismTaxon,9606,697,705,train
19082493,15,CRC,DiseaseOrPhenotypicFeature,D015179,728,731,train
19082493,16,TS,GeneOrGeneProduct,7298,733,735,train
19082493,17,ins/del 6 bp,SequenceVariant,c|INDEL||6,886,898,train
19082493,18,TS,GeneOrGeneProduct,7298,932,934,train
19082493,19,ins/del 6 bp,SequenceVariant,c|INDEL||6,1040,1052,train
19082493,20,ins/del 6 bp,SequenceVariant,c|INDEL||6,1119,1131,train
19082493,21,tumour,DiseaseOrPhenotypicFeature,D009369,1154,1160,train
19082493,22,tumours,DiseaseOrPhenotypicFeature,D009369,1216,1223,train
19082493,23,rectal cancers,DiseaseOrPhenotypicFeature,D012004,1268,1282,train
19082493,24,patients,OrganismTaxon,9606,1362,1370,train
19082493,25,tumours,DiseaseOrPhenotypicFeature,D009369,1388,1395,train
19082493,26,tumours,DiseaseOrPhenotypicFeature,D009369,1498,1505,train
19082493,27,tumours,DiseaseOrPhenotypicFeature,D009369,1964,1971,train
19082493,28,patients,OrganismTaxon,9606,2008,2016,train
19082493,29,TS,GeneOrGeneProduct,7298,2097,2099,train
19082493,30,CRC,DiseaseOrPhenotypicFeature,D015179,2168,2171,train
19082493,31,patients,OrganismTaxon,9606,2172,2180,train
19082493,32,5FU,ChemicalEntity,D005472,2194,2197,train
19218574,0,Phosphatidylinositol 3-kinase,GeneOrGeneProduct,5295,0,29,train
19218574,1,p85alpha,GeneOrGeneProduct,5295,30,38,train
19218574,2,Met326Ile,SequenceVariant,rs3730089,63,72,train
19218574,3,women,OrganismTaxon,9606,89,94,train
19218574,4,polycystic ovary syndrome,DiseaseOrPhenotypicFeature,D011085,100,125,train
19218574,5,Insulin resistance,DiseaseOrPhenotypicFeature,D007333,139,157,train
19218574,6,polycystic ovary syndrome,DiseaseOrPhenotypicFeature,D011085,179,204,train
19218574,7,PCOS,DiseaseOrPhenotypicFeature,D011085,206,210,train
19218574,8,Phosphatidylinositol (PI) 3-kinase,GeneOrGeneProduct,5295,213,247,train
19218574,9,insulin,GeneOrGeneProduct,3630,284,291,train
19218574,10,insulin,GeneOrGeneProduct,3630,334,341,train
19218574,11,glucose,ChemicalEntity,D005947,351,358,train
19218574,12,p85alpha,GeneOrGeneProduct,5295,397,405,train
19218574,13,Met326Ile,SequenceVariant,rs3730089,454,463,train
19218574,14,p85alpha,GeneOrGeneProduct,5295,538,546,train
19218574,15,PI3-kinase,GeneOrGeneProduct,5295,570,580,train
19218574,16,Met326Ile,SequenceVariant,rs3730089,607,616,train
19218574,17,PCOS,DiseaseOrPhenotypicFeature,D011085,670,674,train
19218574,18,patients,OrganismTaxon,9606,675,683,train
19218574,19,Met326Ile,SequenceVariant,rs3730089,814,823,train
19218574,20,PCOS,DiseaseOrPhenotypicFeature,D011085,844,848,train
19218574,21,Met326Met,SequenceVariant,rs3730089,900,909,train
19218574,22,Met326Ile,SequenceVariant,rs3730089,910,919,train
19218574,23,Ile326Ile,SequenceVariant,rs3730089,920,929,train
19218574,24,PCOS,DiseaseOrPhenotypicFeature,D011085,987,991,train
19218574,25,PCOS,DiseaseOrPhenotypicFeature,D011085,1041,1045,train
19218574,26,326Ile,SequenceVariant,rs3730089,1124,1130,train
19218574,27,326Ile,SequenceVariant,rs3730089,1189,1195,train
19218574,28,Met326Met,SequenceVariant,rs3730089,1222,1231,train
19218574,29,17-hydroxyprogesterone,ChemicalEntity,D019326,1258,1280,train
19218574,30,17-OHP,ChemicalEntity,D019326,1282,1288,train
19218574,31,Met326Met,SequenceVariant,rs3730089,1358,1367,train
19218574,32,Ile326Ile,SequenceVariant,rs3730089,1425,1434,train
19218574,33,Met326Ile,SequenceVariant,rs3730089,1439,1448,train
19218574,34,testosterone,ChemicalEntity,D013739,1481,1493,train
19218574,35,Met326Met,SequenceVariant,rs3730089,1533,1542,train
19218574,36,Ile326Ile,SequenceVariant,rs3730089,1590,1599,train
19218574,37,Met326Ile,SequenceVariant,rs3730089,1604,1613,train
19218574,38,PI3-kinase,GeneOrGeneProduct,5295,1679,1689,train
19218574,39,Met326Ile,SequenceVariant,rs3730089,1695,1704,train
19218574,40,PCOS,DiseaseOrPhenotypicFeature,D011085,1772,1776,train
19218574,41,17-OHP,ChemicalEntity,D019326,1826,1832,train
19218574,42,testosterone,ChemicalEntity,D013739,1841,1853,train
19218574,43,PCOS,DiseaseOrPhenotypicFeature,D011085,1857,1861,train
19218574,44,patients,OrganismTaxon,9606,1862,1870,train
19996135,0,tranexamic Acid,ChemicalEntity,D014148,10,25,train
19996135,1,seizures,DiseaseOrPhenotypicFeature,D012640,66,74,train
19996135,2,patients,OrganismTaxon,9606,95,103,train
19996135,3,convulsive seizures,DiseaseOrPhenotypicFeature,D012640,205,224,train
19996135,4,patients,OrganismTaxon,9606,246,254,train
19996135,5,tranexamic acid,ChemicalEntity,D014148,381,396,train
19996135,6,TXA,ChemicalEntity,D014148,398,401,train
19996135,7,TXA,ChemicalEntity,D014148,585,588,train
19996135,8,seizures,DiseaseOrPhenotypicFeature,D012640,599,607,train
19996135,9,patients,OrganismTaxon,9606,690,698,train
19996135,10,seizures,DiseaseOrPhenotypicFeature,D012640,727,735,train
19996135,11,patients,OrganismTaxon,9606,798,806,train
19996135,12,patients,OrganismTaxon,9606,816,824,train
19996135,13,patients,OrganismTaxon,9606,919,927,train
19996135,14,cerebral ischemic injury,DiseaseOrPhenotypicFeature,D001930,957,981,train
19996135,15,seizures,DiseaseOrPhenotypicFeature,D012640,987,995,train
19996135,16,ischemic brain injury,DiseaseOrPhenotypicFeature,D001930,1015,1036,train
19996135,17,patients,OrganismTaxon,9606,1042,1050,train
19996135,18,patients,OrganismTaxon,9606,1056,1064,train
19996135,19,seizures,DiseaseOrPhenotypicFeature,D012640,1070,1078,train
19996135,20,neurological abnormalities,DiseaseOrPhenotypicFeature,D009422,1102,1128,train
19996135,21,patients,OrganismTaxon,9606,1137,1145,train
19996135,22,seizures,DiseaseOrPhenotypicFeature,D012640,1151,1159,train
19996135,23,TXA,ChemicalEntity,D014148,1183,1186,train
19996135,24,patient,OrganismTaxon,9606,1356,1363,train
19996135,25,brain ischemic,DiseaseOrPhenotypicFeature,D002546,1422,1436,train
19996135,26,hyperthermia,DiseaseOrPhenotypicFeature,D005334,1452,1464,train
19996135,27,seizures,DiseaseOrPhenotypicFeature,D012640,1490,1498,train
19996135,28,TXA,ChemicalEntity,D014148,1567,1570,train
19996135,29,patients,OrganismTaxon,9606,1580,1588,train
19996135,30,seizures,DiseaseOrPhenotypicFeature,D012640,1693,1701,train
19996135,31,patients,OrganismTaxon,9606,1717,1725,train
20477932,0,Cocaine,ChemicalEntity,D003042,0,7,train
20477932,1,memory and learning impairments,DiseaseOrPhenotypicFeature,"D007859,D008569",15,46,train
20477932,2,rats,OrganismTaxon,10116,50,54,train
20477932,3,nuclear factor kappa B,GeneOrGeneProduct,81736,71,93,train
20477932,4,topiramate,ChemicalEntity,D000077236,134,144,train
20477932,5,cocaine,ChemicalEntity,D003042,191,198,train
20477932,6,toxicity,DiseaseOrPhenotypicFeature,D064420,199,207,train
20477932,7,cocaine,ChemicalEntity,D003042,312,319,train
20477932,8,Nuclear factor kappa B,GeneOrGeneProduct,81736,360,382,train
20477932,9,NFkappaB,GeneOrGeneProduct,81736,384,392,train
20477932,10,toxicity,DiseaseOrPhenotypicFeature,D064420,494,502,train
20477932,11,NFkappaB,GeneOrGeneProduct,81736,539,547,train
20477932,12,neuronal nitric oxide synthase,GeneOrGeneProduct,24598,576,606,train
20477932,13,nNOS,GeneOrGeneProduct,24598,608,612,train
20477932,14,topiramate,ChemicalEntity,D000077236,677,687,train
20477932,15,cocaine addiction,DiseaseOrPhenotypicFeature,D019970,723,740,train
20477932,16,cocaine,ChemicalEntity,D003042,785,792,train
20477932,17,rats,OrganismTaxon,10116,811,815,train
20477932,18,NFkappaB,GeneOrGeneProduct,81736,817,825,train
20477932,19,cocaine,ChemicalEntity,D003042,874,881,train
20477932,20,rats,OrganismTaxon,10116,890,894,train
20477932,21,GSH,ChemicalEntity,D005978,907,910,train
20477932,22,glutathione peroxidase,GeneOrGeneProduct,2876,929,951,train
20477932,23,nNOS,GeneOrGeneProduct,24598,989,993,train
20477932,24,cocaine,ChemicalEntity,D003042,1087,1094,train
20477932,25,NFkappaB,GeneOrGeneProduct,81736,1154,1162,train
20477932,26,nNOS,GeneOrGeneProduct,24598,1279,1283,train
20477932,27,glutathione peroxidase,GeneOrGeneProduct,2876,1313,1335,train
20477932,28,NFkappaB,GeneOrGeneProduct,81736,1440,1448,train
20477932,29,cocaine,ChemicalEntity,D003042,1479,1486,train
20477932,30,Topiramate,ChemicalEntity,D000077236,1488,1498,train
24587916,0,Antioxidant,ChemicalEntity,D000975,0,11,train
24587916,1,bovine,OrganismTaxon,9913,23,29,train
24587916,2,lactoferrin,GeneOrGeneProduct,301034,30,41,train
24587916,3,dexamethasone,ChemicalEntity,D003907,45,58,train
24587916,4,hypertension,DiseaseOrPhenotypicFeature,D006973,67,79,train
24587916,5,rat,OrganismTaxon,10116,83,86,train
24587916,6,Dexamethasone,ChemicalEntity,D003907,88,101,train
24587916,7,Dex,ChemicalEntity,D003907,104,107,train
24587916,8,hypertension,DiseaseOrPhenotypicFeature,D006973,118,130,train
24587916,9,Lactoferrin,GeneOrGeneProduct,301034,177,188,train
24587916,10,LF,GeneOrGeneProduct,301034,190,192,train
24587916,11,iron,ChemicalEntity,D007501,200,204,train
24587916,12,glycoprotein,GeneOrGeneProduct,11820,213,225,train
24587916,13,LF,GeneOrGeneProduct,301034,331,333,train
24587916,14,hypertension,DiseaseOrPhenotypicFeature,D006973,358,370,train
24587916,15,Dex,ChemicalEntity,D003907,376,379,train
24587916,16,rats,OrganismTaxon,10116,408,412,train
24587916,17,Dex,ChemicalEntity,D003907,429,432,train
24587916,18,bovine,OrganismTaxon,9913,493,499,train
24587916,19,LF,GeneOrGeneProduct,301034,500,502,train
24587916,20,rats,OrganismTaxon,10116,595,599,train
24587916,21,LF,GeneOrGeneProduct,301034,619,621,train
24587916,22,Dex,ChemicalEntity,D003907,644,647,train
24587916,23,glucocorticoid,ChemicalEntity,D005938,791,805,train
24587916,24,hydrogen peroxide,ChemicalEntity,D006861,823,840,train
24587916,25,H2O2,ChemicalEntity,D006861,842,846,train
24587916,26,ferric,ChemicalEntity,D007501,866,872,train
24587916,27,Dexamethasone,ChemicalEntity,D003907,930,943,train
24587916,28,H2O2,ChemicalEntity,D006861,983,987,train
24587916,29,LF,GeneOrGeneProduct,301034,1033,1035,train
24587916,30,Dex,ChemicalEntity,D003907,1098,1101,train
24587916,31,hypertension,DiseaseOrPhenotypicFeature,D006973,1110,1122,train
24587916,32,LF,GeneOrGeneProduct,301034,1124,1126,train
24587916,33,weight loss,DiseaseOrPhenotypicFeature,D015431,1142,1153,train
24587916,34,H2O2,ChemicalEntity,D006861,1200,1204,train
24587916,35,LF,GeneOrGeneProduct,301034,1258,1260,train
24587916,36,ROS,ChemicalEntity,D017382,1315,1318,train
24587916,37,Dex,ChemicalEntity,D003907,1356,1359,train
24587916,38,hypertension,DiseaseOrPhenotypicFeature,D006973,1368,1380,train
24587916,39,LF,GeneOrGeneProduct,301034,1487,1489,train
24743235,0,IL-3,GeneOrGeneProduct,16187,0,4,train
24743235,1,CSF-1,GeneOrGeneProduct,12977,9,14,train
24743235,2,CD11c,GeneOrGeneProduct,16411,49,54,train
24743235,3,IL-10,GeneOrGeneProduct,16153,56,61,train
24743235,4,IL-3,GeneOrGeneProduct,16187,195,199,train
24743235,5,CSF-1,GeneOrGeneProduct,12977,263,268,train
24743235,6,CSF-1,GeneOrGeneProduct,12977,377,382,train
24743235,7,IL-3,GeneOrGeneProduct,16187,386,390,train
24743235,8,CSF-1,GeneOrGeneProduct,12977,415,420,train
24743235,9,IL-3,GeneOrGeneProduct,16187,444,448,train
24743235,10,CD11c,GeneOrGeneProduct,16411,456,461,train
24743235,11,C57BL/6,CellLine,CVCL_5746,530,537,train
24743235,12,CSF-1,GeneOrGeneProduct,12977,586,591,train
24743235,13,CSF-1R,GeneOrGeneProduct,12978,592,598,train
24743235,14,IL-3,GeneOrGeneProduct,16187,633,637,train
24743235,15,CD11c,GeneOrGeneProduct,16411,646,651,train
24743235,16,c-Fos,GeneOrGeneProduct,14281,687,692,train
24743235,17,CD11c,GeneOrGeneProduct,16411,717,722,train
24743235,18,IL-3,GeneOrGeneProduct,16187,741,745,train
24743235,19,IL-3,GeneOrGeneProduct,16187,749,753,train
24743235,20,CSF-1,GeneOrGeneProduct,12977,754,759,train
24743235,21,IL-3,GeneOrGeneProduct,16187,820,824,train
24743235,22,IL-3,GeneOrGeneProduct,16187,829,833,train
24743235,23,CSF-1,GeneOrGeneProduct,12977,834,839,train
24743235,24,IL-10,GeneOrGeneProduct,16153,972,977,train
24743235,25,IL-1,GeneOrGeneProduct,111343,994,998,train
24743235,26,IL-6,GeneOrGeneProduct,16193,1000,1004,train
24743235,27,TNFa,GeneOrGeneProduct,21926,1009,1013,train
24743235,28,LPS,ChemicalEntity,D008070,1030,1033,train
24743235,29,CSF-1,GeneOrGeneProduct,12977,1127,1132,train
24743235,30,IL-3,GeneOrGeneProduct,16187,1150,1154,train
24743235,31,CD11c,GeneOrGeneProduct,16411,1227,1232,train
28348168,0,FGFR2,GeneOrGeneProduct,14183,0,5,train
28348168,1,cancer,DiseaseOrPhenotypicFeature,D009369,287,293,train
28348168,2,degenerative disease,DiseaseOrPhenotypicFeature,D019636,297,317,train
28348168,3,FGF receptor 2,GeneOrGeneProduct,14183,398,412,train
28348168,4,FGFR2,GeneOrGeneProduct,14183,414,419,train
28348168,5,mouse,OrganismTaxon,10090,430,435,train
28348168,6,FGFR2,GeneOrGeneProduct,14183,524,529,train
28348168,7,SOX2,GeneOrGeneProduct,20674,662,666,train
28348168,8,receptor tyrosine kinase,GeneOrGeneProduct,14183,731,755,train
28348168,9,cancer,DiseaseOrPhenotypicFeature,D009369,863,869,train
28398555,0,hippocalcin,GeneOrGeneProduct,3208,47,58,train
28398555,1,human,OrganismTaxon,9606,83,88,train
28398555,2,dystonia,DiseaseOrPhenotypicFeature,D004421,89,97,train
28398555,3,Dystonia,DiseaseOrPhenotypicFeature,D004421,99,107,train
28398555,4,neurological movement disorder,DiseaseOrPhenotypicFeature,D009069,113,143,train
28398555,5,T71N,SequenceVariant,rs775863165,326,330,train
28398555,6,A190T,SequenceVariant,rs550921485,335,340,train
28398555,7,neuronal calcium sensor,GeneOrGeneProduct,3208,348,371,train
28398555,8,NCS,GeneOrGeneProduct,3208,373,376,train
28398555,9,hippocalcin,GeneOrGeneProduct,3208,378,389,train
28398555,10,primary isolated dystonia,DiseaseOrPhenotypicFeature,D004421,430,455,train
28398555,11,DYT2,GeneOrGeneProduct,3208,457,461,train
28398555,12,dystonia,DiseaseOrPhenotypicFeature,D004421,462,470,train
28398555,13,hippocalcin,GeneOrGeneProduct,3208,541,552,train
28398555,14,hippocalcin,GeneOrGeneProduct,3208,639,650,train
28398555,15,calcium,ChemicalEntity,D002118,669,676,train
28398555,16,voltage-gated calcium channels,GeneOrGeneProduct,783,707,737,train
28398555,17,T71N,SequenceVariant,rs775863165,749,753,train
28398555,18,A190T,SequenceVariant,rs550921485,758,763,train
28398555,19,hippocalcin,GeneOrGeneProduct,3208,767,778,train
28398555,20,calcium,ChemicalEntity,D002118,805,812,train
28398555,21,Ca2+,ChemicalEntity,D000069285,870,874,train
28398555,22,hippocalcin,GeneOrGeneProduct,3208,937,948,train
28398555,23,NCS,GeneOrGeneProduct,3208,974,977,train
28398555,24,calcium,ChemicalEntity,D002118,1324,1331,train
28398555,25,KCl,ChemicalEntity,D011189,1342,1345,train
28398555,26,hippocalcin,GeneOrGeneProduct,3208,1383,1394,train
28398555,27,N-type voltage-gated calcium channels,GeneOrGeneProduct,774,1413,1450,train
28398555,28,dystonia,DiseaseOrPhenotypicFeature,D004421,1482,1490,train
28398555,29,hippocalcin,GeneOrGeneProduct,3208,1525,1536,train
28398555,30,calcium,ChemicalEntity,D002118,1599,1606,train
28398555,31,DYT2,GeneOrGeneProduct,3208,1621,1625,train
28398555,32,dystonia,DiseaseOrPhenotypicFeature,D004421,1626,1634,train
30442153,0,Ca2+,ChemicalEntity,D002118,0,4,train
30442153,1,astrogliosis,DiseaseOrPhenotypicFeature,D005911,61,73,train
30442153,2,KCa3.1,GeneOrGeneProduct,"16534,3783",99,105,train
30442153,3,AKT,GeneOrGeneProduct,"11651,207",124,127,train
30442153,4,mTOR,GeneOrGeneProduct,"2475,56717",128,132,train
30442153,5,intermediate-conductance Ca2+-activated K+ channel,GeneOrGeneProduct,"16534,3783",160,210,train
30442153,6,KCa3.1,GeneOrGeneProduct,16534,211,217,train
30442153,7,reactive astrogliosis,DiseaseOrPhenotypicFeature,D005911,272,293,train
30442153,8,RA,DiseaseOrPhenotypicFeature,D005911,295,297,train
30442153,9,Alzheimer's disease,DiseaseOrPhenotypicFeature,D000544,302,321,train
30442153,10,AD,DiseaseOrPhenotypicFeature,D000544,323,325,train
30442153,11,KCa3.1,GeneOrGeneProduct,"16534,3783",337,343,train
30442153,12,AD,DiseaseOrPhenotypicFeature,D000544,403,405,train
30442153,13,patients,OrganismTaxon,9606,406,414,train
30442153,14,APP,GeneOrGeneProduct,"11820,351",419,422,train
30442153,15,PS1,GeneOrGeneProduct,5663,423,426,train
30442153,16,mice,OrganismTaxon,10090,427,431,train
30442153,17,APP,GeneOrGeneProduct,"11820,351",490,493,train
30442153,18,PS1,GeneOrGeneProduct,5663,494,497,train
30442153,19,mice,OrganismTaxon,10090,498,502,train
30442153,20,KCa3.1,GeneOrGeneProduct,16534,507,513,train
30442153,21,APP,GeneOrGeneProduct,"11820,351",517,520,train
30442153,22,PS1,GeneOrGeneProduct,5663,521,524,train
30442153,23,mice,OrganismTaxon,10090,525,529,train
30442153,24,memory deficits,DiseaseOrPhenotypicFeature,D008569,595,610,train
30442153,25,neuron loss,DiseaseOrPhenotypicFeature,D009422,632,643,train
30442153,26,Fluo-4AM,ChemicalEntity,C409648,676,684,train
30442153,27,Ca2+,ChemicalEntity,D000069285,715,719,train
30442153,28,beta-amyloid,GeneOrGeneProduct,351,729,741,train
30442153,29,Abeta,GeneOrGeneProduct,351,743,748,train
30442153,30,KCa3.1,GeneOrGeneProduct,"16534,3783",797,803,train
30442153,31,Abeta,GeneOrGeneProduct,"11820,351",922,927,train
30442153,32,AD,DiseaseOrPhenotypicFeature,D000544,979,981,train
30442153,33,patients,OrganismTaxon,9606,982,990,train
30442153,34,APP,GeneOrGeneProduct,"11820,351",995,998,train
30442153,35,PS1,GeneOrGeneProduct,5663,999,1002,train
30442153,36,AD,DiseaseOrPhenotypicFeature,D000544,1003,1005,train
30442153,37,mice,OrganismTaxon,10090,1006,1010,train
30442153,38,KCa3.1,GeneOrGeneProduct,16534,1016,1022,train
30442153,39,Ca2+,ChemicalEntity,D000069285,1068,1072,train
30442153,40,Ca2+,ChemicalEntity,D002118,1118,1122,train
30442153,41,Orai1,GeneOrGeneProduct,109305,1131,1136,train
30442153,42,KCa3.1,GeneOrGeneProduct,16534,1205,1211,train
30442153,43,Ca2+,ChemicalEntity,D000069285,1243,1247,train
30442153,44,protein kinase B,GeneOrGeneProduct,11651,1279,1295,train
30442153,45,AKT,GeneOrGeneProduct,11651,1297,1300,train
30442153,46,KCa3.1,GeneOrGeneProduct,16534,1377,1383,train
30442153,47,AKT,GeneOrGeneProduct,11651,1393,1396,train
30442153,48,mechanistic target of rapamycin,GeneOrGeneProduct,56717,1397,1428,train
30442153,49,78-kDa glucose-regulated protein,GeneOrGeneProduct,14828,1546,1578,train
30442153,50,CCAAT/enhancer-binding protein homologous protein,GeneOrGeneProduct,13198,1583,1632,train
30442153,51,RA,DiseaseOrPhenotypicFeature,D005911,1657,1659,train
30442153,52,glial fibrillary acidic protein,GeneOrGeneProduct,14580,1667,1698,train
30442153,53,APP,GeneOrGeneProduct,"11820,351",1717,1720,train
30442153,54,PS1,GeneOrGeneProduct,5663,1721,1724,train
30442153,55,AD,DiseaseOrPhenotypicFeature,D000544,1725,1727,train
30442153,56,mouse,OrganismTaxon,10090,1728,1733,train
30442153,57,KCa3.1,GeneOrGeneProduct,16534,1756,1762,train
30442153,58,KCa3.1,GeneOrGeneProduct,16534,1766,1772,train
30442153,59,APP,GeneOrGeneProduct,"11820,351",1776,1779,train
30442153,60,PS1,GeneOrGeneProduct,5663,1780,1783,train
30442153,61,mice,OrganismTaxon,10090,1784,1788,train
30442153,62,neuroinflammation,DiseaseOrPhenotypicFeature,D007249,1856,1873,train
30442153,63,KCa3.1,GeneOrGeneProduct,16534,1911,1917,train
30442153,64,APP,GeneOrGeneProduct,"11820,351",1921,1924,train
30442153,65,PS1,GeneOrGeneProduct,5663,1925,1928,train
30442153,66,mice,OrganismTaxon,10090,1929,1933,train
30442153,67,APP,GeneOrGeneProduct,"11820,351",1952,1955,train
30442153,68,PS1,GeneOrGeneProduct,5663,1956,1959,train
30442153,69,mice,OrganismTaxon,10090,1960,1964,train
30442153,70,memory deficits,DiseaseOrPhenotypicFeature,D008569,1979,1994,train
30442153,71,neuronal loss,DiseaseOrPhenotypicFeature,D009422,1999,2012,train
30442153,72,APP,GeneOrGeneProduct,"11820,351",2016,2019,train
30442153,73,PS1,GeneOrGeneProduct,5663,2020,2023,train
30442153,74,mice,OrganismTaxon,10090,2024,2028,train
30442153,75,KCa3.1,GeneOrGeneProduct,16534,2046,2052,train
30442153,76,APP,GeneOrGeneProduct,"11820,351",2056,2059,train
30442153,77,PS1,GeneOrGeneProduct,5663,2060,2063,train
30442153,78,mice,OrganismTaxon,10090,2064,2068,train
30442153,79,KCa3.1,GeneOrGeneProduct,"16534,3783",2119,2125,train
30442153,80,Ca2+,ChemicalEntity,D000069285,2159,2163,train
30442153,81,memory deficits,DiseaseOrPhenotypicFeature,D008569,2253,2268,train
30442153,82,neuronal loss,DiseaseOrPhenotypicFeature,D009422,2273,2286,train
15461822,0,dengue virus type 2,OrganismTaxon,11060,86,105,train
15461822,1,dengue virus type 2,OrganismTaxon,11060,121,140,train
15461822,2,DEN-2,OrganismTaxon,11060,142,147,train
15461822,3,DEN-2,OrganismTaxon,11060,262,267,train
15461822,4,30 nucleotide deletion,SequenceVariant,c|DEL||30,332,354,train
15461822,5,Delta30,SequenceVariant,c|DEL||30,356,363,train
15461822,6,DEN-4,OrganismTaxon,11070,398,403,train
15461822,7,DEN-2,OrganismTaxon,11060,433,438,train
15461822,8,DEN-2,OrganismTaxon,11060,505,510,train
15461822,9,DEN-2,OrganismTaxon,11060,549,554,train
15461822,10,rDEN-2,OrganismTaxon,11060,556,562,train
15461822,11,rDEN2,OrganismTaxon,11060,568,573,train
15461822,12,Delta30,SequenceVariant,c|DEL||30,573,580,train
